id,month,gender,age_band,Income,Checking_account,Churn,censor
1459,18,F,45-49,U,N,0,1
1460,29,M,40-44,I,N,0,1
1461,18,F,45-49,U,Y,0,1
1462,15,F,21-24,U,Y,0,1
1463,15,M,50-54,I,N,0,1
1464,4,F,65+,C,Y,0,1
1465,5,M,40-44,I,N,0,1
1466,27,M,40-44,H,Y,0,1
1467,8,M,21-24,I,Y,0,1
1468,14,M,21-24,U,Y,0,1
1469,9,F,30-34,D,Y,0,1
1470,41,M,55-59,E,Y,0,1
1471,5,M,50-54,I,N,0,1
1472,15,M,30-34,C,Y,0,1
1473,26,M,35-39,F,Y,0,1
1474,3,F,40-44,U,Y,0,1
1475,10,F,55-59,E,Y,0,1
1476,31,F,55-59,F,Y,0,1
1477,37,M,50-54,E,Y,0,1
1478,48,F,35-39,I,Y,0,1
1479,2,M,30-34,F,Y,0,1
1480,19,F,45-49,U,Y,0,1
1481,33,F,65+,U,Y,0,1
1482,1,F,60-64,U,Y,0,1
1483,47,M,45-49,G,N,0,1
1484,48,F,25-29,F,Y,0,1
1485,40,F,55-59,E,Y,0,1
1486,56,F,50-54,U,Y,0,1
1487,37,M,55-59,D,Y,0,1
1488,33,M,25-29,F,N,0,1
1489,32,M,60-64,F,Y,0,1
1490,52,M,40-44,I,Y,0,1
1491,23,M,30-34,I,Y,0,1
1492,28,F,60-64,E,Y,0,1
1493,42,M,21-24,I,Y,0,1
1494,5,F,35-39,U,N,0,1
1495,60,M,45-49,G,Y,1,0
1496,35,M,60-64,B,Y,0,1
1497,9,F,60-64,U,Y,0,1
1498,19,M,30-34,U,Y,0,1
1499,30,F,55-59,G,Y,0,1
1500,58,M,65+,H,Y,0,1
1501,19,M,50-54,I,N,0,1
1502,12,F,00-20,G,Y,0,1
1503,19,F,60-64,G,Y,0,1
1504,1,M,55-59,U,Y,0,1
1505,43,M,65+,D,Y,0,1
1506,32,M,35-39,B,N,0,1
1507,3,F,30-34,U,N,0,1
1508,47,M,21-24,E,Y,0,1
1509,20,M,50-54,I,N,0,1
1510,26,M,25-29,U,Y,0,1
1511,15,M,60-64,H,Y,0,1
1512,20,M,60-64,U,N,0,1
1513,47,M,21-24,F,Y,0,1
1514,10,F,00-20,F,Y,0,1
1515,27,F,45-49,G,N,0,1
1516,6,F,45-49,G,Y,0,1
1517,12,F,60-64,C,Y,0,1
1518,35,M,55-59,I,Y,0,1
1519,21,F,21-24,I,Y,0,1
1520,15,M,40-44,U,Y,0,1
1521,14,M,45-49,F,N,0,1
1522,19,F,45-49,F,Y,0,1
1523,47,F,40-44,G,Y,0,1
1524,21,M,45-49,F,Y,0,1
1525,19,M,40-44,I,N,0,1
1526,33,F,60-64,D,Y,0,1
1527,15,F,60-64,B,N,0,1
1528,42,F,45-49,I,Y,0,1
1529,29,M,45-49,U,Y,0,1
1530,12,F,60-64,U,Y,0,1
1531,10,F,60-64,H,N,0,1
1532,15,F,45-49,F,Y,0,1
1533,35,F,30-34,H,Y,0,1
1534,26,M,50-54,U,N,1,0
1535,11,F,55-59,G,N,0,1
1536,3,M,60-64,F,Y,0,1
1537,32,F,60-64,C,Y,0,1
1538,33,F,40-44,F,N,1,0
1539,25,M,45-49,H,Y,0,1
1540,38,M,30-34,G,Y,0,1
1541,36,F,30-34,U,Y,1,0
1542,48,F,50-54,U,Y,0,1
1543,4,M,60-64,U,N,0,1
1544,3,M,25-29,U,Y,0,1
1545,21,F,55-59,H,Y,0,1
1546,50,F,35-39,C,Y,0,1
1547,30,M,21-24,H,Y,0,1
1548,2,F,60-64,I,Y,0,1
1549,8,F,21-24,A,Y,0,1
1550,25,M,35-39,U,Y,0,1
1551,49,F,55-59,H,Y,0,1
1552,1,M,50-54,F,Y,0,1
1553,32,M,21-24,E,Y,0,1
1554,19,M,35-39,U,Y,0,1
1555,18,M,35-39,G,Y,0,1
1556,20,M,60-64,F,Y,0,1
1557,49,F,45-49,G,Y,0,1
1558,8,F,35-39,U,Y,0,1
1559,18,F,60-64,E,Y,0,1
1560,3,F,60-64,U,N,0,1
1561,11,F,30-34,F,Y,0,1
1562,34,F,45-49,I,Y,0,1
1563,11,M,25-29,E,Y,0,1
1564,47,M,60-64,H,Y,0,1
1565,14,F,21-24,U,Y,0,1
1566,18,F,55-59,G,Y,0,1
1567,4,M,45-49,H,Y,0,1
1568,2,M,25-29,H,Y,0,1
1569,52,F,55-59,E,Y,0,1
1570,7,F,50-54,I,N,0,1
1571,22,M,45-49,U,Y,0,1
1572,25,M,25-29,U,Y,0,1
1573,33,M,65+,U,Y,0,1
1574,38,F,40-44,U,N,0,1
1575,3,F,30-34,U,Y,0,1
1576,16,F,55-59,U,Y,0,1
1577,7,F,30-34,F,Y,0,1
1578,37,F,50-54,U,Y,0,1
1579,21,F,60-64,D,N,0,1
1580,2,F,21-24,U,Y,0,1
1581,5,M,25-29,G,Y,0,1
1582,20,F,50-54,U,Y,0,1
1583,22,F,30-34,F,Y,0,1
1584,3,F,60-64,F,N,0,1
1585,44,M,60-64,E,Y,0,1
1586,17,M,30-34,E,N,0,1
1587,31,F,45-49,F,N,0,1
1588,40,M,50-54,I,Y,0,1
1589,21,M,30-34,F,Y,0,1
1590,25,M,25-29,B,Y,0,1
1591,24,F,55-59,C,N,0,1
1592,15,F,25-29,H,Y,0,1
1593,40,F,45-49,I,Y,0,1
1594,9,F,21-24,U,Y,0,1
1595,6,F,60-64,U,Y,0,1
1596,27,M,60-64,U,Y,0,1
1597,18,M,35-39,U,Y,0,1
1598,19,F,45-49,U,Y,0,1
1599,24,F,50-54,G,Y,0,1
1600,24,M,55-59,I,Y,0,1
1601,50,F,60-64,F,Y,0,1
1602,38,M,21-24,I,Y,0,1
1603,37,M,55-59,G,Y,0,1
1604,4,M,55-59,I,N,0,1
1605,15,F,40-44,G,N,0,1
1606,4,F,60-64,F,N,0,1
1607,29,M,60-64,I,N,0,1
1608,51,M,50-54,U,Y,0,1
1609,47,F,25-29,U,Y,0,1
1610,49,M,55-59,I,Y,0,1
1611,7,F,60-64,E,N,0,1
1612,15,F,35-39,E,Y,0,1
1613,38,M,50-54,F,Y,0,1
1614,10,M,60-64,I,Y,0,1
1615,40,M,45-49,E,Y,0,1
1616,11,M,25-29,H,Y,0,1
1617,26,M,45-49,G,Y,0,1
1618,15,M,55-59,F,Y,0,1
1619,25,F,45-49,A,Y,0,1
1620,14,M,25-29,G,N,0,1
1621,11,F,60-64,I,N,0,1
1622,11,F,60-64,U,N,0,1
1623,11,F,21-24,F,Y,0,1
1624,21,F,40-44,I,Y,0,1
1625,7,M,45-49,I,N,0,1
1626,20,M,50-54,H,Y,0,1
1627,32,F,60-64,A,Y,0,1
1628,55,F,25-29,F,Y,0,1
1629,32,M,55-59,U,N,0,1
1630,9,F,60-64,A,Y,0,1
1631,19,M,65+,U,Y,0,1
1632,17,F,21-24,U,N,0,1
1633,27,F,21-24,I,Y,0,1
1634,1,M,25-29,F,Y,0,1
1635,26,M,21-24,U,Y,0,1
1636,18,M,50-54,F,N,0,1
1637,19,M,40-44,F,N,0,1
1638,32,F,25-29,A,Y,0,1
1639,9,M,40-44,U,Y,0,1
1640,58,M,30-34,G,Y,0,1
1641,23,M,21-24,E,Y,0,1
1642,5,F,45-49,C,N,0,1
1643,34,F,55-59,I,N,0,1
1644,52,F,40-44,H,Y,0,1
1645,27,F,50-54,U,Y,1,0
1646,35,M,35-39,F,Y,0,1
1647,21,M,55-59,E,Y,0,1
1648,31,M,60-64,H,Y,0,1
1649,38,M,30-34,G,Y,0,1
1650,13,F,60-64,F,Y,0,1
1651,17,M,40-44,G,Y,0,1
1652,11,M,60-64,U,Y,0,1
1653,23,F,60-64,U,Y,0,1
1654,46,F,60-64,G,Y,0,1
1655,35,M,21-24,U,Y,0,1
1656,24,M,50-54,I,Y,0,1
1657,14,F,21-24,I,Y,0,1
1658,28,F,60-64,I,Y,0,1
1659,12,M,40-44,G,Y,0,1
1660,19,M,60-64,G,Y,0,1
1661,24,F,55-59,F,Y,0,1
1662,18,F,55-59,E,N,0,1
1663,12,F,45-49,D,N,0,1
1664,14,F,40-44,U,Y,0,1
1665,49,M,60-64,F,Y,0,1
1666,34,F,55-59,D,N,1,0
1667,4,M,45-49,U,Y,0,1
1668,33,F,65+,E,N,0,1
1669,59,F,30-34,F,Y,0,1
1670,23,F,45-49,C,Y,0,1
1671,52,F,60-64,D,Y,0,1
1672,22,M,50-54,U,Y,1,0
1673,16,M,21-24,U,Y,0,1
1674,2,M,60-64,U,N,0,1
1675,32,M,55-59,D,Y,0,1
1676,20,F,60-64,A,Y,0,1
1677,7,F,60-64,U,N,0,1
1678,14,M,21-24,U,Y,0,1
1679,30,F,50-54,I,Y,0,1
1680,33,M,65+,I,Y,0,1
1681,13,M,30-34,U,Y,1,0
1682,39,F,30-34,F,N,0,1
1683,11,F,55-59,I,Y,0,1
1684,12,M,00-20,G,Y,0,1
1685,51,F,45-49,D,Y,0,1
1686,16,F,45-49,U,Y,0,1
1687,42,F,55-59,F,N,0,1
1688,7,F,21-24,F,Y,0,1
1689,43,M,55-59,F,Y,0,1
1690,39,M,25-29,I,Y,0,1
1691,23,M,25-29,U,Y,0,1
1692,5,M,60-64,G,N,0,1
1693,57,F,45-49,I,Y,0,1
1694,60,F,60-64,I,Y,1,0
1695,11,M,00-20,U,Y,0,1
1696,9,M,00-20,G,Y,0,1
1697,47,M,30-34,D,Y,0,1
1698,28,F,55-59,I,Y,0,1
1699,46,M,60-64,D,Y,0,1
1700,1,M,21-24,U,N,0,1
1701,17,M,65+,U,Y,0,1
1702,46,F,21-24,E,Y,0,1
1703,35,F,35-39,C,Y,0,1
1704,15,M,25-29,F,Y,0,1
1705,15,M,55-59,I,Y,0,1
1706,17,M,55-59,G,Y,0,1
1707,22,F,25-29,E,Y,0,1
1708,13,F,60-64,G,N,0,1
1709,30,F,45-49,E,Y,0,1
1710,1,F,50-54,F,N,0,1
1711,22,M,50-54,E,Y,0,1
1712,35,M,45-49,C,Y,0,1
1713,4,M,40-44,H,N,0,1
1714,50,M,30-34,I,Y,0,1
1715,26,M,35-39,U,Y,0,1
1716,31,M,55-59,F,Y,0,1
1717,4,F,25-29,F,Y,0,1
1718,17,M,40-44,H,N,0,1
1719,51,M,45-49,G,Y,0,1
1720,22,M,40-44,F,Y,0,1
1721,47,F,50-54,I,Y,0,1
1722,19,F,60-64,A,Y,0,1
1723,8,F,60-64,E,N,0,1
1724,37,F,40-44,B,Y,0,1
1725,33,F,25-29,F,N,0,1
1726,24,F,45-49,U,Y,0,1
1727,5,F,60-64,E,Y,0,1
1728,25,M,21-24,F,Y,0,1
1729,23,M,55-59,F,Y,0,1
1730,2,F,30-34,U,Y,1,0
1731,1,F,60-64,U,N,1,0
1732,1,F,25-29,C,Y,0,1
1733,6,M,00-20,U,Y,0,1
1734,6,M,25-29,U,Y,0,1
1735,52,M,25-29,U,Y,0,1
1736,40,F,35-39,F,Y,0,1
1737,31,M,60-64,F,Y,0,1
1738,43,F,50-54,I,Y,0,1
1739,35,F,50-54,H,Y,0,1
1740,1,F,25-29,U,N,1,0
1741,38,M,60-64,G,N,0,1
1742,11,F,30-34,F,Y,0,1
1743,5,F,21-24,U,Y,0,1
1744,2,M,55-59,U,N,0,1
1745,2,F,60-64,U,N,0,1
1746,3,M,60-64,G,Y,0,1
1747,13,M,35-39,U,Y,0,1
1748,3,F,45-49,I,Y,0,1
1749,2,F,50-54,G,Y,0,1
1750,1,M,30-34,H,Y,0,1
1751,18,F,60-64,F,Y,0,1
1752,6,M,40-44,C,N,0,1
1753,50,M,55-59,F,Y,0,1
1754,32,F,25-29,I,Y,0,1
1755,9,F,21-24,E,Y,0,1
1756,30,F,45-49,G,Y,0,1
1757,12,F,25-29,C,Y,0,1
1758,13,F,55-59,G,N,0,1
1759,3,F,25-29,U,Y,0,1
1760,31,F,60-64,I,Y,0,1
1761,8,F,40-44,H,N,0,1
1762,24,M,50-54,F,N,0,1
1763,20,F,60-64,I,Y,0,1
1764,2,M,00-20,U,Y,0,1
1765,34,M,60-64,F,N,0,1
1766,25,M,35-39,G,Y,0,1
1767,6,F,25-29,U,Y,0,1
1768,42,F,45-49,F,Y,0,1
1769,2,F,25-29,F,Y,0,1
1770,34,F,55-59,I,Y,0,1
1771,40,M,45-49,G,Y,0,1
1772,15,M,50-54,F,N,0,1
1773,30,F,25-29,E,Y,0,1
1774,11,F,55-59,I,N,0,1
1775,36,F,55-59,I,Y,1,0
1776,45,M,55-59,I,Y,0,1
1777,15,M,55-59,H,N,0,1
1778,14,F,25-29,D,Y,0,1
1779,21,F,55-59,U,Y,0,1
1780,37,M,21-24,E,N,0,1
1781,17,M,25-29,G,Y,0,1
1782,21,M,55-59,I,Y,0,1
1783,17,M,55-59,G,N,0,1
1784,29,F,25-29,C,Y,0,1
1785,27,M,50-54,F,Y,0,1
1786,45,M,35-39,G,Y,0,1
1787,23,M,21-24,B,Y,0,1
1788,27,M,60-64,F,Y,0,1
1789,52,F,25-29,F,Y,0,1
1790,28,F,65+,A,N,0,1
1791,32,F,30-34,B,N,0,1
1792,28,M,45-49,C,Y,0,1
1793,47,F,55-59,E,Y,0,1
1794,10,F,25-29,F,Y,0,1
1795,11,M,60-64,H,N,0,1
1796,32,F,40-44,I,Y,0,1
1797,19,M,50-54,C,Y,0,1
1798,32,F,30-34,H,Y,0,1
1799,28,M,50-54,U,N,0,1
1800,29,F,50-54,F,N,0,1
1801,53,M,55-59,I,Y,0,1
1802,57,F,50-54,G,Y,0,1
1803,7,M,45-49,F,N,0,1
1804,21,F,30-34,F,N,0,1
1805,6,F,50-54,H,Y,0,1
1806,4,M,40-44,G,Y,0,1
1807,18,F,60-64,G,Y,0,1
1808,22,M,40-44,F,Y,0,1
1809,32,M,35-39,U,Y,0,1
1810,25,M,60-64,H,Y,0,1
1811,46,F,60-64,F,Y,0,1
1812,9,M,25-29,U,Y,0,1
1813,60,M,55-59,I,Y,1,0
1814,31,M,55-59,E,Y,0,1
1815,15,M,45-49,U,N,1,0
1816,26,F,40-44,F,Y,0,1
1817,30,F,55-59,F,Y,1,0
1818,8,M,65+,I,N,0,1
1819,49,F,55-59,F,Y,0,1
1820,24,F,35-39,H,Y,0,1
1821,10,F,50-54,H,N,0,1
1822,20,F,45-49,H,N,0,1
1823,35,M,65+,B,Y,0,1
1824,1,F,45-49,F,N,0,1
1825,14,M,60-64,H,Y,0,1
1826,12,F,40-44,F,N,0,1
1827,37,F,21-24,I,Y,1,0
1828,29,F,30-34,U,Y,0,1
1829,55,M,50-54,I,Y,0,1
1830,31,M,55-59,B,N,0,1
1831,49,F,40-44,D,Y,0,1
1832,11,F,55-59,H,Y,0,1
1833,29,M,60-64,I,Y,0,1
1834,47,M,45-49,F,Y,0,1
1835,35,F,35-39,E,Y,0,1
1836,27,F,21-24,U,Y,0,1
1837,2,F,25-29,I,Y,0,1
1838,42,M,50-54,I,Y,0,1
1839,41,M,50-54,G,N,0,1
1840,9,M,21-24,U,Y,0,1
1841,39,M,45-49,F,Y,0,1
1842,7,F,60-64,C,Y,0,1
1843,21,M,50-54,G,Y,0,1
1844,16,F,21-24,E,Y,0,1
1845,43,M,45-49,F,Y,0,1
1846,41,M,60-64,A,Y,0,1
1847,23,F,60-64,U,Y,0,1
1848,31,M,21-24,F,Y,0,1
1849,20,F,21-24,U,Y,0,1
1850,8,M,60-64,H,Y,0,1
1851,25,M,25-29,I,Y,0,1
1852,21,M,50-54,U,Y,0,1
1853,57,F,50-54,U,Y,0,1
1854,3,F,25-29,D,Y,0,1
1855,8,F,45-49,U,N,0,1
1856,6,F,55-59,G,Y,0,1
1857,10,M,55-59,U,N,1,0
1858,3,F,60-64,F,N,0,1
1859,27,M,25-29,I,Y,0,1
1860,5,F,00-20,U,Y,0,1
1861,7,M,30-34,U,N,0,1
1862,14,M,50-54,U,Y,0,1
1863,3,F,21-24,U,Y,0,1
1864,22,M,40-44,E,Y,0,1
1865,51,F,40-44,I,Y,0,1
1866,24,F,50-54,E,Y,0,1
1867,5,F,25-29,I,Y,0,1
1868,10,M,25-29,U,Y,0,1
1869,2,F,35-39,F,N,0,1
1870,53,M,60-64,H,N,0,1
1871,31,F,21-24,B,Y,0,1
1872,59,F,45-49,H,Y,0,1
1873,26,F,40-44,I,Y,0,1
1874,7,F,40-44,G,Y,0,1
1875,46,F,25-29,G,Y,0,1
1876,16,M,21-24,U,Y,0,1
1877,25,F,30-34,I,Y,0,1
1878,23,M,45-49,G,Y,0,1
1879,32,M,50-54,I,Y,0,1
1880,14,M,60-64,C,N,0,1
1881,7,F,21-24,G,Y,0,1
1882,5,M,21-24,I,Y,0,1
1883,52,F,60-64,D,Y,0,1
1884,34,M,60-64,C,Y,0,1
1885,23,F,65+,U,Y,0,1
1886,29,F,65+,H,Y,1,0
1887,45,F,40-44,G,Y,0,1
1888,24,F,60-64,I,N,0,1
1889,26,M,55-59,F,Y,0,1
1890,8,M,21-24,D,Y,0,1
1891,56,F,60-64,C,Y,0,1
1892,4,F,45-49,I,N,0,1
1893,28,M,25-29,D,Y,0,1
1894,29,M,50-54,I,Y,0,1
1895,26,M,25-29,F,Y,0,1
1896,3,M,25-29,U,Y,0,1
1897,8,M,65+,H,N,0,1
1898,16,M,40-44,G,N,0,1
1899,19,M,45-49,H,N,0,1
1900,29,M,21-24,I,Y,0,1
1901,39,M,50-54,I,Y,0,1
1902,49,M,45-49,G,Y,0,1
1903,24,F,25-29,U,Y,0,1
1904,34,F,55-59,F,Y,0,1
1905,4,M,60-64,F,N,1,0
1906,40,M,55-59,F,Y,0,1
1907,56,F,60-64,F,Y,0,1
1908,29,M,21-24,I,Y,0,1
1909,5,F,21-24,U,Y,0,1
1910,52,F,55-59,A,Y,0,1
1911,42,M,30-34,F,Y,0,1
1912,33,M,45-49,U,Y,0,1
1913,9,F,45-49,I,Y,0,1
1914,40,F,35-39,F,Y,0,1
1915,27,M,50-54,U,Y,1,0
1916,27,F,50-54,U,Y,0,1
1917,40,F,30-34,I,Y,0,1
1918,15,F,55-59,F,N,0,1
1919,5,F,30-34,H,N,0,1
1920,7,M,40-44,G,N,0,1
1921,1,F,30-34,U,Y,0,1
1922,43,F,60-64,I,Y,0,1
1923,27,F,25-29,I,N,0,1
1924,54,F,55-59,G,Y,0,1
1925,9,M,30-34,U,Y,0,1
1926,44,M,45-49,F,Y,0,1
1927,41,F,45-49,H,Y,0,1
1928,41,M,55-59,D,Y,0,1
1929,9,F,40-44,I,N,0,1
1930,40,F,25-29,U,Y,0,1
1931,23,M,50-54,D,N,0,1
1932,30,F,40-44,D,N,0,1
1933,36,M,40-44,B,Y,0,1
1934,17,F,21-24,U,Y,0,1
1935,28,F,25-29,H,N,0,1
1936,39,M,50-54,G,Y,0,1
1937,26,M,60-64,U,Y,0,1
1938,3,M,35-39,F,Y,0,1
1939,41,M,21-24,A,Y,0,1
1940,58,F,40-44,D,Y,0,1
1941,38,M,30-34,H,Y,0,1
1942,12,M,45-49,C,N,0,1
1943,21,M,60-64,H,Y,0,1
1944,4,F,50-54,B,Y,0,1
1945,33,F,60-64,C,Y,0,1
1946,46,M,30-34,U,Y,0,1
1947,51,M,55-59,F,Y,0,1
1948,7,M,60-64,I,N,0,1
1949,44,F,60-64,E,Y,0,1
1950,13,M,21-24,C,Y,0,1
1951,9,F,40-44,E,N,0,1
1952,2,M,40-44,F,N,0,1
1953,9,F,60-64,U,Y,0,1
1954,4,M,25-29,I,Y,0,1
1955,26,M,25-29,I,Y,0,1
1956,15,F,30-34,I,Y,0,1
1957,19,F,65+,H,Y,0,1
1958,19,F,45-49,U,Y,0,1
1959,57,F,45-49,C,Y,0,1
1960,28,F,60-64,B,Y,0,1
1961,59,M,35-39,F,Y,0,1
